Gender-Frank,Frank No.,sentimental;Sentimental;Sentimentalized;sentimentalized,Irelands;ABBESS;THEABBESS,aborted,acoustic,authentic;actual;actually,combined;Combined;combines;compilation;composite;Anthology;anthology,Antoine,Apocalyptic,appearances,architecture,Chapbook;chapbook;bluebook,castle,categorized,centered,chapters,character;characterization;characters,Charles,Barretts;THEHEROINE,containing,Parody;parody;burlesque;caricature;satire;satiric;satirizes;Comic,effects;elements;features;attitudes;episodes;intermittent;methods;overtones;periodic;qualities;scenes;situations;touches;traits;tendencies;strains;devices;Semi;secondary;components,Contemporized,content,descriptions,domestic;Domestic;domesticated,Doppleganger;Double,drama,entanglements,epistolary;Epistolary,essays,explained;Natural;natural;Naturalized;naturalized,family,fantasy,father,Fehmic;FehmicCourt,Fiction;fiction,form;format,fragments,French,futuristic,genealogical,German;Germanic;Rauberroman;Rauberroman;Rauberromantik;Schauerroman;Schauerromantik;Shauerromantik;Ritterroman,Godwin;Godwins,gothic;Gothic,Gothified,Gothicism,Gothics,Grotto,Guilaume,heroine;heroines,Pure;high,historical;Historical;history;History,horrific;horror,terror;terrors,horrorANDterror,ONLYhorror,Ideas;ideas,imitates;imitation;imitations,incest,incident,Irish,Jacobin,JohnMoores;ZELUCO,journalistic;Documentary,main,key,Diderot;LARELIGIEUSE,Lathoms,Lewisite;Lewiss;THEMONK;THEMONKs,legend,Lelands;LONGSWORD,loathsome,Shakespearean;Macbethian,Mackenzies;MANOFFEELING,maiden,Maturins;THEFATALREVENGE;MELMOTHTHEWANDERER,Medieval;medievalism,mode,moderated,modes,Monastic;monastic,monster,didactic;Didactic;didactit;moralized;Polemical;polemical;attack;Political;politics;philosophic;philosophical;Philosophical,didactic;Didactic;didactit;moralized,Polemical;polemical;attack;Political;politics;philosophic;philosophical;Philosophical;Radical;Revolution;revolutionary,Polemical;polemical;attack,Political;politics,philosophic;philosophical;Philosophical,Radical;Revolution;revolutionary,motif;motifs,mysterious,mystery,names,nationalistic,nature,noir;Noir,novella;nouvella;novelette,Novel;novel;novels,novelists,CharlotteSmith;CharlotteSmiths;Smiths;EMMELINE;OLDMANORHOUSE,Orientalized,other,Walpole;OTRANTO;Otrantoesque;THECASTLEOFOTRANTO,passions;feelings,persecuted,picaresque;Picaresque,Pigault,abridgement;compressed;reductions;plagiarism;plagiarisms;plagiarized,pleasures,plotting,principal,procedures,prominent,props,prose,early;emergent;anticipates;first;preGothic;primitive;prototype;prototypical;Prototypical,pseudohistorical;pseudohistory;pseudo medieval,pulp,puzzlements,quality,Quest;quest,Radcliffean;Radcliffes;Mrs.Radcliffe;Mrs.Radcliffes;ROMANCEOFTHEFOREST;THEITALIAN;THEMYSTERIESOFUDOLPHO;Udolphoesque,reactions,Reeve;Reeves;OLDENGLISHBARON,represented,influence;influences,recessant;recessive;residual;residue;reverberations; echoes,revival,Richardsonian,Rochean,roman;Roman;clef,Romance;romance;romantic;romances,ruin;Ruin,sadism,saga,salient,science,search,secret,Seduction,segment,serialized;Serialized;Periodical,serious,Shelleys;ST.IRVYNE,shilling,Shocker;shocker;Schocker,short,social,Sorcerer,based;from;source;sources;taken,Fake;counterfeit;sham;Sham;artificial,spectral;apparitional,speculative,Spenserian,Story;story,straight,sublime,subplots;subspecies,supernatural,Tale;tales,technical,theme,theory,thriller;thrillers,title;titling;titular,toned,SophiaLees;THERECESS,settings;locale;locations;landscapes;scenery;topographies,topographies,Tower,reworked;converted,transformation,translation;translations,tribunal,Turret,twin,types,tyrant,substantial;numerous;excessive;heavily;highly;many;several,few;Marginal;mild;minimal;no;slightly;some;sometimes;subdued,Vampire,Mixed;mixed;multiple;fusion;variable;varieties;variety;various,Vehmgericht,VeitWeber,verse,villain,visitations,volumes,WanderingJew,witchcraft
f,336,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothified,,,,,,,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,337,,,,,,,,,,,,,,,,,,,,,elements;periodic,,,,,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,338,,,,,,,,,,,,,,,,,,,,,elements;intermittent,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,339,,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,,Schauerromantik,,Gothic,,,,,,,Pure;high,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,from,,,,,,,,,,,,,,,,,,,,,,,translation,,,,,,,,,,,VeitWeber,,,,,,
unknown,340,,,,,,,,,,,,,,,chapters,,,,,satiric,elements,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,early,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,341,,,,,,,,,,,chapbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,342,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,343,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,terror,,,,imitation,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,344,,,,,,,,,,,chapbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,345,,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,,Schauerromantik,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Sham,,,,,,,,,,,,,,,,,,,,,,translation,,,,,,,,,,,,,,,,,
f,346,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,347,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,348,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,349,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,350,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,horror,terror,horror-terror,,,,,,,,,,,,,,,,,,,,,,,,,modes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,351,,,,,authentic,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,,,,,Gothified,,,,,,,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supernatural,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,352,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,,,,,imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,first,,,,,,Mrs.Radcliffe,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,353,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,,,,,imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,354,,,,,,,,,,,chapbook,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,355,,,,,,,,,,,,,,,,,,,,,,,,,domesticated,,,,,,,,,,,,,,,,,,,Gothic,Gothified,,,,,,,history,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,supernatural,,,,,,,,,,,,,,,,,,,,,subdued,,,,,,,,,,
f,356,Sentimental,,,,,,,,,,,,,,,,,,,,elements;intermittent,,,,,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,357,Sentimental,,,,,,,,,,,,,,,,,,,,elements;intermittent,,,,,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,358,Sentimental,,,,,,,,,,,,,,,,,,,,elements;intermittent,,,,,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,359,,,,,,,,,,,,,,,,,,,,,elements,,,,Domestic,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,title,,,,,,,,,,,,,,,,,,,,,,,,,
f,360,Sentimentalized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,key,,,,,,,,,,,,,,,,,,,,,,,,motif,mysterious,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,361,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,,,,,imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,362,,,,,,,,,,,,,,,,,,,,,elements,,,,Domestic,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,various,,,,,,,,
f,363,Sentimentalized,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffean,,,,,echoes,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numerous,,,,,,,,,,,
f,364,Sentimentalized,,,,,,,,,,,,,,,,,,,,elements;intermittent,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,365,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,366,sentimental,,,,,,,,,,,,,,,,,,,,elements,,,,Domestic,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,numerous,,,,,,,,,,,
f,367,,,,,,,,,,,,,,,,,,,,,elements,,,,Domestic,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,terror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,various,,,,,,,,
f,368,Sentimentalized,,,,,,,,,,,,,,,,,,,,components,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,shocker,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,some,,,,,,,,,,
f,369,Sentimentalized,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,terror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,some,,,,,,,,,,
f,370,,,,,,,,,,,,,,,,,,,,,elements;Semi,,,,Domestic,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenery,,,,,,,,,,,,,,,,,,,,,,
f,371,Sentimental,,,,,,,,,,,,,,,,,,,,elements;secondary,,,,,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,residual,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,372,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Medieval,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Quest,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Spenserian,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,373,,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,,Rauberroman,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Shakespearean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,374,sentimental,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,terror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,375,sentimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,novel,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,social,,,Fake,,,,,,,,,,,,,,title,,,,,,,,,,,,,,,,,,,,,,,,,
f,376,,,,,,,,,,,,,,,,,,,,,,,,,Domestic,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,377,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothified,Gothicism,,,,,,history,,,,,,imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Rochean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,378,,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,,,,,Gothified,,,,,,,history,,terror,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,379,,,,,,,,,,,,,,,,,,,,,elements;intermittent,,,,,,,,,,,,fantasy,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Picaresque,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,380,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romance,ruin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,381,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,horror,,,horror,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romance,Ruin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,382,Sentimental,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,383,,,,,,,,,,,,,,,,,,,,parody,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,384,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Romance,ruin,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,385,,,,,,,,,,,,,,,,,,,,,elements,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,,,,terror,,,,,,,,,,,,,,,,,,,,,,,,mode,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffean,,,,,,,,,,,,,,,,,,,,Serialized,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
unknown,386,Sentimental,,,,,,,,,,,,,,,,,,,,features,,,,,,,,,,,,,,,fiction,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Mackenzies;MANOFFEELING,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,from,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
f,387,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Gothic,,,,,,,Pure;high,,,,,,,imitation,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,Radcliffean,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,388,,,,,,,,,,,,,,,,characterization,,,,,elements,,,,,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenery,,,,,,,,,,,,,,,,,,,,,,
m,389,,,,,,,,,,,,,,,,,,,,,traits,,,,,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,salient,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
m,390,,,,,,,,,,,,,,,,characterization,,,,,,,,,,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,monastic,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,locale,,,,,,,,,,,,,,varieties,,,,,,,,
m,391,,,,,,,,,,,,,,,,characterization,,,,,,,,,,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,prominent,,,,,,,,,,,,,influences,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,scenery,,,,,,,,,,,,,,,,,,,,,,
m,392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,fiction,,,,,,,,Gothic,,,,,,,,Historical,,,,,,,,,,,,,,,,,,,,,,,maiden,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,persecuted,,,,,,,,,,,,,,,,,,,,,,residue,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,substantial,,,,,,,,,,,
